2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
4047.177215644494,4009.4802010313074,3976.8754978105694,3954.482796654992,3933.978457407522,3916.7313070677897,3903.746958888786,3890.9583758804056,3878.0968146705072,3867.2932570602097,3856.3983533967535,3845.4426736738333,3836.9668991582303,3829.6440063559303,3821.4139705454313,3814.1733489064823,3807.6776605488744,3802.983633712118,3794.9627535864006,3790.855320140536,3785.0106311382756,3780.6550573490995,3772.1668363549866,3768.6761901944806,3764.2281189241453,3758.2854554864016,3754.007602151179,3751.2490060281666,3743.702454606718,3739.146407897391,3735.9119539761227,3733.327644198212,3730.6750979823323,3724.0112520006123,3717.4830918103044,3715.7000186794953,3716.9768914046795,3711.323703284741,3708.5491877251256,3702.779233837605,3702.09252721825,3698.400633873205,3690.2989347581833,3691.809833106694,3689.3326691477737,3686.14938563372,3683.1784296535416,3678.7437028900263,3675.4646290705027
